date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:55:08	57217/57217	---M--	200	added ('OK')	image/jpeg	etag:%226639d774-df89%22	https://templates.hibootstrap.com/xton/default/assets/img/quick-view-img.jpg	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/img/quick-view-img.jpg	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:10	2700/2700	---M--	200	added ('OK')	image/png	etag:%226639d774-ea2%22	https://templates.hibootstrap.com/xton/default/assets/img/payment/mastercard2.png	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/img/payment/mastercard2.png	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:10	2808/2808	---M--	200	added ('OK')	image/png	etag:%226639d774-f15%22	https://templates.hibootstrap.com/xton/default/assets/img/payment/visa2.png	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/img/payment/visa2.png	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:10	2951/2951	---M--	200	added ('OK')	image/png	etag:%226639d774-f83%22	https://templates.hibootstrap.com/xton/default/assets/img/payment/expresscard.png	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/img/payment/expresscard.png	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:10	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266b635fa-4d7%22	https://templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:11	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-155ec%22	https://templates.hibootstrap.com/xton/default/assets/js/jquery.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/jquery.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:11	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2016%20Aug%202024%2009:25:09%20GMT	https://templates.hibootstrap.com/xton/default/assets/js/popper.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/popper.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:12	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-ad36%22	https://templates.hibootstrap.com/xton/default/assets/js/owl.carousel.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/owl.carousel.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:12	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-4ef8%22	https://templates.hibootstrap.com/xton/default/assets/js/magnific-popup.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/magnific-popup.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:13	17272/17272	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639e193-4378%22	https://templates.hibootstrap.com/xton/default/assets/js/parallax.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/parallax.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:13	41134/41134	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-a0ae%22	https://templates.hibootstrap.com/xton/default/assets/js/rangeSlider.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/rangeSlider.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:13	4164/4164	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-1044%22	https://templates.hibootstrap.com/xton/default/assets/js/meanmenu.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/meanmenu.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:13	2936/2936	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-b78%22	https://templates.hibootstrap.com/xton/default/assets/js/nice-select.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/nice-select.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:13	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-8a75%22	https://templates.hibootstrap.com/xton/default/assets/js/isotope.pkgd.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/isotope.pkgd.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:14	43885/43885	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-ab6d%22	https://templates.hibootstrap.com/xton/default/assets/js/slick.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/slick.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:14	12485/12485	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-30c5%22	https://templates.hibootstrap.com/xton/default/assets/js/sticky-sidebar.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/sticky-sidebar.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:14	8155/8155	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-1fdb%22	https://templates.hibootstrap.com/xton/default/assets/js/wow.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/wow.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:14	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639de62-1e31%22	https://templates.hibootstrap.com/xton/default/assets/js/form-validator.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/form-validator.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:15	1147/1147	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639dda3-7da%22	https://templates.hibootstrap.com/xton/default/assets/js/contact-form-script.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/contact-form-script.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:15	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639d774-94d%22	https://templates.hibootstrap.com/xton/default/assets/js/ajaxchimp.min.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/ajaxchimp.min.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
14:55:15	13939/13939	---MCZ	200	added ('OK')	application/javascript	etag:W/%226639dbfd-5643%22	https://templates.hibootstrap.com/xton/default/assets/js/main.js	C:/Users/lenovo/OneDrive/Desktop/lms%20ss/PrintDash/templates.hibootstrap.com/xton/default/assets/js/main.js	(from https://templates.hibootstrap.com/xton/default/index-2.html)
